topic,timestamp,value
"tele/soil/pot0/moisture0","2017-06-04 19:57:08.490084","748"
"tele/soil/pot0/temp0","2017-06-04 20:02:03.640857","16.68"
"tele/soil/pot0/moisture0","2017-06-04 20:02:03.710008","747"
"tele/soil/pot0/temp0","2017-06-04 20:06:56.840955","16.68"
"tele/soil/pot0/moisture0","2017-06-04 20:06:56.901666","748"
"tele/soil/pot0/temp0","2017-06-04 20:11:50.824513","16.68"
"tele/soil/pot0/moisture0","2017-06-04 20:11:50.872007","749"
"tele/soil/pot0/temp0","2017-06-04 20:16:44.779794","16.62"
"tele/soil/pot0/moisture0","2017-06-04 20:16:44.833268","748"
"tele/soil/pot0/temp0","2017-06-04 20:21:39.922497","16.68"
"tele/soil/pot0/moisture0","2017-06-04 20:21:39.972618","747"
"tele/soil/pot0/temp0","2017-06-04 20:26:35.017018","16.68"
"tele/soil/pot0/moisture0","2017-06-04 20:26:35.068081","747"
"tele/soil/pot0/temp0","2017-06-04 20:31:27.473191","16.68"
"tele/soil/pot0/moisture0","2017-06-04 20:31:27.545533","746"
"tele/soil/pot0/temp0","2017-06-04 20:36:23.748420","16.68"
"tele/soil/pot0/moisture0","2017-06-04 20:36:23.794906","745"
"tele/soil/pot0/temp0","2017-06-04 20:41:16.197906","16.68"
"tele/soil/pot0/moisture0","2017-06-04 20:41:16.244669","748"
"tele/soil/pot0/temp0","2017-06-04 20:46:09.986641","16.68"
"tele/soil/pot0/moisture0","2017-06-04 20:46:10.035630","748"
"tele/soil/pot0/temp0","2017-06-04 20:51:03.522624","16.62"
"tele/soil/pot0/moisture0","2017-06-04 20:51:03.616584","748"
"tele/soil/pot0/temp0","2017-06-04 20:55:57.389215","16.68"
"tele/soil/pot0/moisture0","2017-06-04 20:55:57.485037","745"
"tele/soil/pot0/temp0","2017-06-04 21:00:51.040749","16.68"
"tele/soil/pot0/moisture0","2017-06-04 21:00:51.092177","745"
"tele/soil/pot0/temp0","2017-06-04 21:05:44.834457","16.62"
"tele/soil/pot0/moisture0","2017-06-04 21:05:44.884488","746"
"tele/soil/pot0/temp0","2017-06-04 21:10:38.311260","16.62"
"tele/soil/pot0/moisture0","2017-06-04 21:10:38.366573","747"
"tele/soil/pot0/temp0","2017-06-04 21:15:32.119605","16.62"
"tele/soil/pot0/moisture0","2017-06-04 21:15:32.173362","727"
"tele/soil/pot0/temp0","2017-06-04 21:20:26.101503","16.62"
"tele/soil/pot0/moisture0","2017-06-04 21:20:26.157187","749"
"tele/soil/pot0/temp0","2017-06-04 21:25:19.737478","16.62"
"tele/soil/pot0/moisture0","2017-06-04 21:25:19.786321","750"
"tele/soil/pot0/temp0","2017-06-04 21:30:13.610626","16.62"
"tele/soil/pot0/moisture0","2017-06-04 21:30:13.685427","753"
"tele/soil/pot0/temp0","2017-06-04 21:35:07.386922","16.62"
"tele/soil/pot0/moisture0","2017-06-04 21:35:07.459177","754"
"tele/soil/pot0/temp0","2017-06-04 21:40:01.019528","16.62"
"tele/soil/pot0/moisture0","2017-06-04 21:40:01.074073","755"
"tele/soil/pot0/temp0","2017-06-04 21:44:57.391260","16.56"
"tele/soil/pot0/moisture0","2017-06-04 21:44:58.024848","755"
"tele/soil/pot0/temp0","2017-06-04 21:49:50.308865","16.62"
"tele/soil/pot0/moisture0","2017-06-04 21:49:50.378640","755"
"tele/soil/pot0/temp0","2017-06-04 21:54:45.966104","16.56"
"tele/soil/pot0/moisture0","2017-06-04 21:54:46.206843","755"
"tele/soil/pot0/temp0","2017-06-04 21:59:38.919526","16.62"
"tele/soil/pot0/moisture0","2017-06-04 21:59:38.975301","755"
"tele/soil/pot0/temp0","2017-06-04 22:04:33.002847","16.56"
"tele/soil/pot0/moisture0","2017-06-04 22:04:33.054189","755"
"tele/soil/pot0/temp0","2017-06-04 22:09:26.322275","16.56"
"tele/soil/pot0/moisture0","2017-06-04 22:09:26.375425","756"
"tele/soil/pot0/temp0","2017-06-04 22:14:20.051929","16.56"
"tele/soil/pot0/moisture0","2017-06-04 22:14:20.161274","756"
"tele/soil/pot0/temp0","2017-06-04 22:17:54.884704","16.56"
"tele/soil/pot0/moisture0","2017-06-04 22:17:54.929340","853"
"tele/soil/pot0/temp0","2017-06-04 22:23:36.574811","16.56"
"tele/soil/pot0/moisture0","2017-06-04 22:23:36.629070","873"
"tele/soil/pot0/temp0","2017-06-04 22:24:43.161813","16.56"
"tele/soil/pot0/moisture0","2017-06-04 22:24:43.232554","771"
"tele/soil/pot0/temp0","2017-06-04 22:29:38.071751","16.56"
"tele/soil/pot0/moisture0","2017-06-04 22:29:38.168146","757"
"tele/soil/pot0/temp0","2017-06-04 22:34:30.728002","16.56"
"tele/soil/pot0/moisture0","2017-06-04 22:34:30.811272","759"
"tele/soil/pot0/temp0","2017-06-04 22:39:24.521879","16.56"
"tele/soil/pot0/moisture0","2017-06-04 22:39:24.602053","762"
"tele/soil/pot0/temp0","2017-06-04 22:44:20.356593","16.56"
"tele/soil/pot0/moisture0","2017-06-04 22:44:20.466000","762"
"tele/soil/pot0/temp0","2017-06-04 22:49:13.428325","16.56"
"tele/soil/pot0/moisture0","2017-06-04 22:49:13.519450","763"
"tele/soil/pot0/temp0","2017-06-04 22:54:07.109860","16.50"
"tele/soil/pot0/moisture0","2017-06-04 22:54:07.154459","760"
"tele/soil/pot0/temp0","2017-06-04 22:59:01.108420","16.50"
"tele/soil/pot0/moisture0","2017-06-04 22:59:01.191227","762"
"tele/soil/pot0/temp0","2017-06-04 23:03:54.664993","16.50"
"tele/soil/pot0/moisture0","2017-06-04 23:03:54.713197","760"
"tele/soil/pot0/temp0","2017-06-04 23:08:48.788324","16.50"
"tele/soil/pot0/moisture0","2017-06-04 23:08:48.858887","762"
"tele/soil/pot0/temp0","2017-06-04 23:13:42.610821","16.50"
"tele/soil/pot0/moisture0","2017-06-04 23:13:42.657733","763"
"tele/soil/pot0/temp0","2017-06-04 23:18:36.618782","16.50"
"tele/soil/pot0/moisture0","2017-06-04 23:18:36.671059","766"
"tele/soil/pot0/temp0","2017-06-05 07:12:28.218164","15.50"
"tele/soil/pot0/moisture0","2017-06-05 07:12:28.289725","798"
"tele/soil/pot0/temp0","2017-06-05 07:17:17.613729","15.56"
"tele/soil/pot0/moisture0","2017-06-05 07:17:17.679156","782"
"tele/soil/pot0/temp0","2017-06-05 07:22:15.892462","15.50"
"tele/soil/pot0/moisture0","2017-06-05 07:22:15.981684","782"
"tele/soil/pot0/temp0","2017-06-05 07:27:34.030671","15.50"
"tele/soil/pot0/moisture0","2017-06-05 07:27:34.075846","887"
"tele/soil/pot0/temp0","2017-06-05 07:28:21.043705","15.50"
"tele/soil/pot0/moisture0","2017-06-05 07:28:21.093887","941"
"tele/soil/pot0/temp0","2017-06-05 07:33:13.890786","15.56"
"tele/soil/pot0/moisture0","2017-06-05 07:33:13.945869","782"
"tele/soil/pot0/temp0","2017-06-05 07:38:07.261954","15.56"
"tele/soil/pot0/moisture0","2017-06-05 07:38:07.309607","782"
"tele/soil/pot0/temp0","2017-06-05 07:43:00.906818","15.56"
"tele/soil/pot0/moisture0","2017-06-05 07:43:00.987945","782"
"tele/soil/pot0/temp0","2017-06-05 07:47:57.272903","15.56"
"tele/soil/pot0/moisture0","2017-06-05 07:47:57.383853","782"
"tele/soil/pot0/temp0","2017-06-05 07:52:49.705010","15.56"
"tele/soil/pot0/moisture0","2017-06-05 07:52:49.800337","782"
"tele/soil/pot0/temp0","2017-06-05 07:57:46.490575","15.56"
"tele/soil/pot0/moisture0","2017-06-05 07:57:46.543257","782"
"tele/soil/pot0/temp0","2017-06-05 08:02:38.817815","15.56"
"tele/soil/pot0/moisture0","2017-06-05 08:02:38.874683","782"
"tele/soil/pot0/temp0","2017-06-05 08:07:32.605810","15.56"
"tele/soil/pot0/moisture0","2017-06-05 08:07:32.671704","782"
"tele/soil/pot0/temp0","2017-06-05 08:12:27.083653","15.62"
"tele/soil/pot0/moisture0","2017-06-05 08:12:27.177088","782"
"tele/soil/pot0/temp0","2017-06-05 08:17:20.490515","15.62"
"tele/soil/pot0/moisture0","2017-06-05 08:17:20.544484","782"
"tele/soil/pot0/temp0","2017-06-05 08:22:15.271145","15.62"
"tele/soil/pot0/moisture0","2017-06-05 08:22:15.363381","782"
"tele/soil/pot0/temp0","2017-06-05 08:27:09.439124","15.68"
"tele/soil/pot0/moisture0","2017-06-05 08:27:09.484094","782"
"tele/soil/pot0/temp0","2017-06-05 08:32:02.636320","15.68"
"tele/soil/pot0/moisture0","2017-06-05 08:32:02.696329","782"
"tele/soil/pot0/temp0","2017-06-05 08:36:56.514648","15.68"
"tele/soil/pot0/moisture0","2017-06-05 08:36:56.564772","782"
"tele/soil/pot0/temp0","2017-06-05 08:41:50.504553","15.68"
"tele/soil/pot0/moisture0","2017-06-05 08:41:50.552670","775"
"tele/soil/pot0/temp0","2017-06-05 08:46:44.521483","15.68"
"tele/soil/pot0/moisture0","2017-06-05 08:46:44.606673","782"
"tele/soil/pot0/temp0","2017-06-05 08:51:41.086612","15.68"
"tele/soil/pot0/moisture0","2017-06-05 08:51:41.168075","782"
"tele/soil/pot0/temp0","2017-06-05 08:56:33.508513","15.75"
"tele/soil/pot0/moisture0","2017-06-05 08:56:33.569671","782"
"tele/soil/pot0/temp0","2017-06-05 09:01:27.416842","15.75"
"tele/soil/pot0/moisture0","2017-06-05 09:01:27.469787","782"
"tele/soil/pot0/temp0","2017-06-05 09:06:21.502487","15.75"
"tele/soil/pot0/moisture0","2017-06-05 09:06:21.549293","782"
"tele/soil/pot0/temp0","2017-06-05 09:11:15.316755","15.75"
"tele/soil/pot0/moisture0","2017-06-05 09:11:15.375685","782"
"tele/soil/pot0/temp0","2017-06-05 09:16:09.520544","15.75"
"tele/soil/pot0/moisture0","2017-06-05 09:16:09.582254","782"
"tele/soil/pot0/temp0","2017-06-05 09:21:02.866287","15.75"
"tele/soil/pot0/moisture0","2017-06-05 09:21:02.930557","782"
"tele/soil/pot0/temp0","2017-06-05 09:25:56.865540","15.75"
"tele/soil/pot0/moisture0","2017-06-05 09:25:56.924407","782"
"tele/soil/pot0/temp0","2017-06-05 09:30:51.344310","15.75"
"tele/soil/pot0/moisture0","2017-06-05 09:30:51.392512","782"
"tele/soil/pot0/temp0","2017-06-05 09:35:45.831310","15.75"
"tele/soil/pot0/moisture0","2017-06-05 09:35:45.878569","782"
"tele/soil/pot0/temp0","2017-06-05 09:40:39.329466","15.75"
"tele/soil/pot0/moisture0","2017-06-05 09:40:39.376513","782"
"tele/soil/pot0/temp0","2017-06-05 09:45:35.605887","15.75"
"tele/soil/pot0/moisture0","2017-06-05 09:45:35.661508","782"
"tele/soil/pot0/temp0","2017-06-05 09:50:28.670408","15.75"
"tele/soil/pot0/moisture0","2017-06-05 09:50:28.756258","782"
"tele/soil/pot0/temp0","2017-06-05 09:55:25.263040","15.75"
"tele/soil/pot0/moisture0","2017-06-05 09:55:25.325351","782"
"tele/soil/pot0/temp0","2017-06-05 10:30:51.212036","15.81"
"tele/soil/pot0/moisture0","2017-06-05 10:30:51.262983","811"
"tele/soil/pot0/temp0","2017-06-05 10:35:35.596937","15.81"
"tele/soil/pot0/moisture0","2017-06-05 10:35:35.644259","784"
"tele/soil/pot0/temp0","2017-06-05 10:40:28.680104","15.87"
"tele/soil/pot0/moisture0","2017-06-05 10:40:28.732823","784"
"tele/soil/pot0/temp0","2017-06-05 10:45:22.285652","15.87"
"tele/soil/pot0/moisture0","2017-06-05 10:45:22.337998","784"
"tele/soil/pot0/temp0","2017-06-05 10:50:18.749764","15.93"
"tele/soil/pot0/moisture0","2017-06-05 10:50:18.805514","784"
"tele/soil/pot0/temp0","2017-06-05 10:55:16.881882","15.93"
"tele/soil/pot0/moisture0","2017-06-05 10:55:16.932816","784"
"tele/soil/pot0/temp0","2017-06-05 11:00:09.020934","15.93"
"tele/soil/pot0/moisture0","2017-06-05 11:00:09.080317","784"
"tele/soil/pot0/temp0","2017-06-05 11:05:02.928100","15.93"
"tele/soil/pot0/moisture0","2017-06-05 11:05:02.976979","783"
"tele/soil/pot0/temp0","2017-06-05 11:09:56.789241","16.00"
"tele/soil/pot0/moisture0","2017-06-05 11:09:56.842707","783"
"tele/soil/pot0/temp0","2017-06-05 11:14:50.483927","16.00"
"tele/soil/pot0/moisture0","2017-06-05 11:14:50.537426","783"
"tele/soil/pot0/temp0","2017-06-05 11:19:44.590290","16.00"
"tele/soil/pot0/moisture0","2017-06-05 11:19:44.639792","783"
"tele/soil/pot0/temp0","2017-06-05 11:24:38.730470","16.00"
"tele/soil/pot0/moisture0","2017-06-05 11:24:38.789603","783"
"tele/soil/pot0/temp0","2017-06-05 11:29:32.048021","16.00"
"tele/soil/pot0/moisture0","2017-06-05 11:29:32.094559","783"
"tele/soil/pot0/temp0","2017-06-05 11:34:26.276752","16.06"
"tele/soil/pot0/moisture0","2017-06-05 11:34:26.339980","783"
"tele/soil/pot0/temp0","2017-06-05 11:39:21.189914","16.00"
"tele/soil/pot0/moisture0","2017-06-05 11:39:21.243989","783"
"tele/soil/pot0/temp0","2017-06-05 11:44:14.679200","16.06"
"tele/soil/pot0/moisture0","2017-06-05 11:44:14.727131","784"
"tele/soil/pot0/temp0","2017-06-05 11:49:08.533972","16.00"
"tele/soil/pot0/moisture0","2017-06-05 11:49:08.585054","783"
"tele/soil/pot0/temp0","2017-06-05 11:54:02.426553","16.06"
"tele/soil/pot0/moisture0","2017-06-05 11:54:02.469137","783"
"tele/soil/pot0/temp0","2017-06-05 11:58:56.814851","16.06"
"tele/soil/pot0/moisture0","2017-06-05 11:58:56.874288","783"
"tele/soil/pot0/temp0","2017-06-05 12:03:50.595120","16.06"
"tele/soil/pot0/moisture0","2017-06-05 12:03:50.645336","783"
"tele/soil/pot0/temp0","2017-06-05 12:08:44.492257","16.06"
"tele/soil/pot0/moisture0","2017-06-05 12:08:44.528800","783"
"tele/soil/pot0/temp0","2017-06-05 12:13:38.589324","16.06"
"tele/soil/pot0/moisture0","2017-06-05 12:13:38.635667","783"
"tele/soil/pot0/temp0","2017-06-05 12:18:32.968681","16.06"
"tele/soil/pot0/moisture0","2017-06-05 12:18:33.022666","783"
"tele/soil/pot0/temp0","2017-06-05 13:25:13.193595","16.25"
"tele/soil/pot0/moisture0","2017-06-05 13:25:13.241240","796"
"tele/soil/pot0/temp0","2017-06-05 13:29:58.048831","16.31"
"tele/soil/pot0/moisture0","2017-06-05 13:29:58.120376","785"
"tele/soil/pot0/temp0","2017-06-05 13:34:51.631563","16.31"
"tele/soil/pot0/moisture0","2017-06-05 13:34:51.684435","785"
"tele/soil/pot0/temp0","2017-06-05 13:39:45.613648","16.31"
"tele/soil/pot0/moisture0","2017-06-05 13:39:45.666186","785"
"tele/soil/pot0/temp0","2017-06-05 13:44:39.686081","16.25"
"tele/soil/pot0/moisture0","2017-06-05 13:44:39.736703","785"
"tele/soil/pot0/temp0","2017-06-05 13:49:33.050157","16.31"
"tele/soil/pot0/moisture0","2017-06-05 13:49:33.111376","785"
"tele/soil/pot0/temp0","2017-06-05 13:54:27.490465","16.31"
"tele/soil/pot0/moisture0","2017-06-05 13:54:27.543754","785"
"tele/soil/pot0/temp0","2017-06-05 13:59:21.155371","16.31"
"tele/soil/pot0/moisture0","2017-06-05 13:59:21.206083","784"
"tele/soil/pot0/temp0","2017-06-05 14:04:15.325196","16.31"
"tele/soil/pot0/moisture0","2017-06-05 14:04:15.372838","785"
"tele/soil/pot0/temp0","2017-06-05 14:09:09.636908","16.31"
"tele/soil/pot0/moisture0","2017-06-05 14:09:09.693779","785"
"tele/soil/pot0/temp0","2017-06-05 14:47:16.921123","-127.00"
"tele/soil/pot0/moisture0","2017-06-05 14:47:16.971060","0"
"tele/soil/pot0/temp0","2017-06-05 14:47:52.061635","-127.00"
"tele/soil/pot0/moisture0","2017-06-05 14:47:52.105003","4095"
"tele/soil/pot0/temp0","2017-06-05 14:52:38.050834","-127.00"
"tele/soil/pot0/moisture0","2017-06-05 14:52:38.104204","4095"
"tele/soil/pot0/temp0","2017-06-05 14:52:46.186183","-127.00"
"tele/soil/pot0/moisture0","2017-06-05 14:52:46.298792","4095"
"tele/soil/pot0/temp0","2017-06-05 14:52:58.420286","-127.00"
"tele/soil/pot0/moisture0","2017-06-05 14:52:58.492559","4095"
"tele/soil/pot0/temp0","2017-06-05 14:53:57.434363","85.00"
"tele/soil/pot0/moisture0","2017-06-05 14:53:57.485206","952"
"tele/soil/pot0/temp0","2017-06-05 14:56:35.368552","85.00"
"tele/soil/pot0/moisture0","2017-06-05 14:56:35.414639","798"
"tele/soil/pot0/temp0","2017-06-05 15:01:25.749570","16.43"
"tele/soil/pot0/moisture0","2017-06-05 15:01:25.806592","786"
"tele/soil/pot0/temp0","2017-06-05 15:06:18.815478","16.43"
"tele/soil/pot0/moisture0","2017-06-05 15:06:18.865125","785"
"tele/soil/pot0/temp0","2017-06-05 15:11:12.358582","16.43"
"tele/soil/pot0/moisture0","2017-06-05 15:11:12.412387","785"
"tele/soil/pot0/temp0","2017-06-05 15:16:05.823516","16.43"
"tele/soil/pot0/moisture0","2017-06-05 15:16:05.876833","785"
"tele/soil/pot0/temp0","2017-06-05 15:21:05.728019","16.50"
"tele/soil/pot0/moisture0","2017-06-05 15:21:05.833526","785"
"tele/soil/pot0/temp0","2017-06-05 15:25:56.891213","16.43"
"tele/soil/pot0/moisture0","2017-06-05 15:25:56.940564","785"
"tele/soil/pot0/temp0","2017-06-05 15:30:50.663517","16.43"
"tele/soil/pot0/moisture0","2017-06-05 15:30:50.709509","785"
"tele/soil/pot0/temp0","2017-06-05 15:35:44.524936","16.43"
"tele/soil/pot0/moisture0","2017-06-05 15:35:44.573509","785"
"tele/soil/pot0/temp0","2017-06-05 15:40:38.504044","16.43"
"tele/soil/pot0/moisture0","2017-06-05 15:40:38.552432","785"
"tele/soil/pot0/temp0","2017-06-05 15:45:32.397146","16.50"
"tele/soil/pot0/moisture0","2017-06-05 15:45:32.445649","785"
"tele/soil/pot0/temp0","2017-06-05 15:50:27.022023","16.43"
"tele/soil/pot0/moisture0","2017-06-05 15:50:27.082243","785"
"tele/soil/pot0/temp0","2017-06-05 15:55:20.042190","16.43"
"tele/soil/pot0/moisture0","2017-06-05 15:55:20.092080","785"
"tele/soil/pot0/temp0","2017-06-05 16:00:13.970120","16.50"
"tele/soil/pot0/moisture0","2017-06-05 16:00:14.015493","785"
"tele/soil/pot0/temp0","2017-06-05 16:05:07.840430","16.43"
"tele/soil/pot0/moisture0","2017-06-05 16:05:07.896588","784"
"tele/soil/pot0/temp0","2017-06-05 16:10:01.714430","16.50"
"tele/soil/pot0/moisture0","2017-06-05 16:10:01.764146","785"
"tele/soil/pot0/temp0","2017-06-05 16:14:55.843639","16.43"
"tele/soil/pot0/moisture0","2017-06-05 16:14:55.895127","785"
"tele/soil/pot0/temp0","2017-06-05 16:19:49.812843","16.50"
"tele/soil/pot0/moisture0","2017-06-05 16:19:49.854787","785"
"tele/soil/pot0/temp0","2017-06-05 16:24:43.800149","16.50"
"tele/soil/pot0/moisture0","2017-06-05 16:24:43.849991","785"
"tele/soil/pot0/temp0","2017-06-05 16:29:37.904362","16.50"
"tele/soil/pot0/moisture0","2017-06-05 16:29:37.952449","785"
"tele/soil/pot0/temp0","2017-06-05 16:34:31.902365","16.50"
"tele/soil/pot0/moisture0","2017-06-05 16:34:31.950880","786"
"tele/soil/pot0/temp0","2017-06-05 16:39:25.602620","16.50"
"tele/soil/pot0/moisture0","2017-06-05 16:39:25.661101","785"
"tele/soil/pot0/temp0","2017-06-05 16:44:19.487501","16.50"
"tele/soil/pot0/moisture0","2017-06-05 16:44:19.540684","785"
"tele/soil/pot0/temp0","2017-06-05 16:49:13.148119","16.50"
"tele/soil/pot0/moisture0","2017-06-05 16:49:13.192771","785"
"tele/soil/pot0/temp0","2017-06-05 16:54:06.889869","16.50"
"tele/soil/pot0/moisture0","2017-06-05 16:54:06.934281","785"
"tele/soil/pot0/temp0","2017-06-05 16:59:00.637511","16.56"
"tele/soil/pot0/moisture0","2017-06-05 16:59:00.711180","786"
"tele/soil/pot0/temp0","2017-06-05 17:03:56.247531","16.56"
"tele/soil/pot0/moisture0","2017-06-05 17:03:56.293460","785"
"tele/soil/pot0/temp0","2017-06-05 17:08:48.630756","16.56"
"tele/soil/pot0/moisture0","2017-06-05 17:08:48.689248","785"
"tele/soil/pot0/temp0","2017-06-05 17:13:42.706704","16.56"
"tele/soil/pot0/moisture0","2017-06-05 17:13:42.752424","785"
"tele/soil/pot0/temp0","2017-06-05 17:18:36.475152","16.56"
"tele/soil/pot0/moisture0","2017-06-05 17:18:36.525280","786"
"tele/soil/pot0/temp0","2017-06-05 17:23:32.733613","16.56"
"tele/soil/pot0/moisture0","2017-06-05 17:23:32.783175","786"
"tele/soil/pot0/temp0","2017-06-05 17:28:25.735495","16.62"
"tele/soil/pot0/moisture0","2017-06-05 17:28:25.814472","786"
"tele/soil/pot0/temp0","2017-06-05 17:33:19.260478","16.62"
"tele/soil/pot0/moisture0","2017-06-05 17:33:19.322399","786"
"tele/soil/pot0/temp0","2017-06-05 17:38:12.958007","16.62"
"tele/soil/pot0/moisture0","2017-06-05 17:38:13.018957","786"
"tele/soil/pot0/temp0","2017-06-05 17:43:12.635831","16.62"
"tele/soil/pot0/moisture0","2017-06-05 17:43:12.696554","786"
"tele/soil/pot0/temp0","2017-06-05 17:48:03.610962","16.62"
"tele/soil/pot0/moisture0","2017-06-05 17:48:03.671312","786"
"tele/soil/pot0/temp0","2017-06-05 17:52:56.978265","16.62"
"tele/soil/pot0/moisture0","2017-06-05 17:52:57.038281","787"
"tele/soil/pot0/temp0","2017-06-05 17:57:50.402560","16.62"
"tele/soil/pot0/moisture0","2017-06-05 17:57:50.466279","786"
"tele/soil/pot0/temp0","2017-06-05 18:02:44.071488","16.62"
"tele/soil/pot0/moisture0","2017-06-05 18:02:44.179979","786"
"tele/soil/pot0/temp0","2017-06-05 18:07:37.930736","16.62"
