timestamp,value,topic,mV
2017-05-23T07:21:48Z,898,tele/esp/soil/1,2.694
2017-05-23T07:21:48Z,0,tele/esp/soil/2,0
2017-05-23T07:21:48Z,974,tele/esp/soil/3,2.922
2017-05-23T07:22:18Z,897,tele/esp/soil/1,2.691
2017-05-23T07:22:18Z,0,tele/esp/soil/2,0
2017-05-23T07:22:18Z,973,tele/esp/soil/3,2.919
2017-05-23T07:22:48Z,897,tele/esp/soil/1,2.691
2017-05-23T07:22:48Z,0,tele/esp/soil/2,0
2017-05-23T07:22:48Z,973,tele/esp/soil/3,2.919
2017-05-23T07:23:18Z,897,tele/esp/soil/1,2.691
2017-05-23T07:23:19Z,0,tele/esp/soil/2,0
2017-05-23T07:23:19Z,973,tele/esp/soil/3,2.919
2017-05-23T07:23:48Z,879,tele/esp/soil/1,2.637
2017-05-23T07:23:48Z,0,tele/esp/soil/2,0
2017-05-23T07:23:48Z,947,tele/esp/soil/3,2.841
2017-05-23T07:24:18Z,897,tele/esp/soil/1,2.691
2017-05-23T07:24:18Z,0,tele/esp/soil/2,0
2017-05-23T07:24:18Z,972,tele/esp/soil/3,2.916
2017-05-23T07:24:48Z,897,tele/esp/soil/1,2.691
2017-05-23T07:24:48Z,0,tele/esp/soil/2,0
2017-05-23T07:24:48Z,973,tele/esp/soil/3,2.919
2017-05-23T07:25:18Z,897,tele/esp/soil/1,2.691
2017-05-23T07:25:18Z,0,tele/esp/soil/2,0
2017-05-23T07:25:18Z,973,tele/esp/soil/3,2.919
2017-05-23T07:25:48Z,897,tele/esp/soil/1,2.691
2017-05-23T07:25:48Z,0,tele/esp/soil/2,0
2017-05-23T07:25:48Z,972,tele/esp/soil/3,2.916
2017-05-23T07:26:18Z,897,tele/esp/soil/1,2.691
2017-05-23T07:26:18Z,0,tele/esp/soil/2,0
2017-05-23T07:26:18Z,972,tele/esp/soil/3,2.916
2017-05-23T07:26:48Z,897,tele/esp/soil/1,2.691
2017-05-23T07:26:48Z,0,tele/esp/soil/2,0
2017-05-23T07:26:48Z,972,tele/esp/soil/3,2.916
2017-05-23T07:27:18Z,897,tele/esp/soil/1,2.691
2017-05-23T07:27:18Z,0,tele/esp/soil/2,0
2017-05-23T07:27:18Z,972,tele/esp/soil/3,2.916
2017-05-23T07:27:48Z,897,tele/esp/soil/1,2.691
2017-05-23T07:27:48Z,0,tele/esp/soil/2,0
2017-05-23T07:27:48Z,972,tele/esp/soil/3,2.916
2017-05-23T07:28:19Z,897,tele/esp/soil/1,2.691
2017-05-23T07:28:19Z,0,tele/esp/soil/2,0
2017-05-23T07:28:19Z,972,tele/esp/soil/3,2.916
2017-05-23T07:28:48Z,897,tele/esp/soil/1,2.691
2017-05-23T07:28:48Z,0,tele/esp/soil/2,0
2017-05-23T07:28:48Z,971,tele/esp/soil/3,2.9130000000000003
2017-05-23T07:29:18Z,897,tele/esp/soil/1,2.691
2017-05-23T07:29:18Z,0,tele/esp/soil/2,0
2017-05-23T07:29:18Z,971,tele/esp/soil/3,2.9130000000000003
2017-05-23T07:29:48Z,897,tele/esp/soil/1,2.691
2017-05-23T07:29:48Z,0,tele/esp/soil/2,0
2017-05-23T07:29:48Z,971,tele/esp/soil/3,2.9130000000000003
2017-05-23T07:30:18Z,897,tele/esp/soil/1,2.691
2017-05-23T07:30:18Z,0,tele/esp/soil/2,0
2017-05-23T07:30:18Z,971,tele/esp/soil/3,2.9130000000000003
2017-05-23T07:30:48Z,897,tele/esp/soil/1,2.691
2017-05-23T07:30:48Z,0,tele/esp/soil/2,0
2017-05-23T07:30:48Z,970,tele/esp/soil/3,2.91
2017-05-23T07:31:18Z,896,tele/esp/soil/1,2.688
2017-05-23T07:31:18Z,0,tele/esp/soil/2,0
2017-05-23T07:31:18Z,969,tele/esp/soil/3,2.907
2017-05-23T07:31:48Z,897,tele/esp/soil/1,2.691
2017-05-23T07:31:48Z,0,tele/esp/soil/2,0
2017-05-23T07:31:48Z,969,tele/esp/soil/3,2.907
2017-05-23T07:32:18Z,896,tele/esp/soil/1,2.688
2017-05-23T07:32:18Z,0,tele/esp/soil/2,0
2017-05-23T07:32:18Z,968,tele/esp/soil/3,2.904
2017-05-23T07:32:48Z,879,tele/esp/soil/1,2.637
2017-05-23T07:32:48Z,0,tele/esp/soil/2,0
2017-05-23T07:32:48Z,942,tele/esp/soil/3,2.826
2017-05-23T07:33:18Z,879,tele/esp/soil/1,2.637
2017-05-23T07:33:18Z,0,tele/esp/soil/2,0
2017-05-23T07:33:18Z,943,tele/esp/soil/3,2.829
2017-05-23T07:33:48Z,879,tele/esp/soil/1,2.637
2017-05-23T07:33:48Z,0,tele/esp/soil/2,0
2017-05-23T07:33:48Z,942,tele/esp/soil/3,2.826
2017-05-23T07:34:18Z,879,tele/esp/soil/1,2.637
2017-05-23T07:34:18Z,0,tele/esp/soil/2,0
2017-05-23T07:34:18Z,942,tele/esp/soil/3,2.826
2017-05-23T07:34:48Z,898,tele/esp/soil/1,2.694
2017-05-23T07:34:48Z,0,tele/esp/soil/2,0
2017-05-23T07:34:48Z,967,tele/esp/soil/3,2.9010000000000002
2017-05-23T07:35:18Z,897,tele/esp/soil/1,2.691
2017-05-23T07:35:18Z,0,tele/esp/soil/2,0
2017-05-23T07:35:18Z,967,tele/esp/soil/3,2.9010000000000002
2017-05-23T07:35:48Z,897,tele/esp/soil/1,2.691
2017-05-23T07:35:48Z,0,tele/esp/soil/2,0
2017-05-23T07:35:48Z,967,tele/esp/soil/3,2.9010000000000002
2017-05-23T07:36:18Z,879,tele/esp/soil/1,2.637
2017-05-23T07:36:18Z,0,tele/esp/soil/2,0
2017-05-23T07:36:18Z,941,tele/esp/soil/3,2.823
2017-05-23T07:36:48Z,879,tele/esp/soil/1,2.637
2017-05-23T07:36:48Z,0,tele/esp/soil/2,0
2017-05-23T07:36:48Z,936,tele/esp/soil/3,2.8080000000000003
2017-05-23T07:37:18Z,879,tele/esp/soil/1,2.637
2017-05-23T07:37:18Z,0,tele/esp/soil/2,0
2017-05-23T07:37:18Z,941,tele/esp/soil/3,2.823
2017-05-23T07:37:48Z,879,tele/esp/soil/1,2.637
2017-05-23T07:37:48Z,0,tele/esp/soil/2,0
2017-05-23T07:37:48Z,940,tele/esp/soil/3,2.82
2017-05-23T07:38:18Z,879,tele/esp/soil/1,2.637
2017-05-23T07:38:18Z,0,tele/esp/soil/2,0
2017-05-23T07:38:18Z,940,tele/esp/soil/3,2.82
2017-05-23T07:38:48Z,879,tele/esp/soil/1,2.637
2017-05-23T07:38:48Z,0,tele/esp/soil/2,0
2017-05-23T07:38:48Z,940,tele/esp/soil/3,2.82
2017-05-23T07:39:18Z,897,tele/esp/soil/1,2.691
2017-05-23T07:39:18Z,0,tele/esp/soil/2,0
2017-05-23T07:39:18Z,966,tele/esp/soil/3,2.898
2017-05-23T07:39:48Z,897,tele/esp/soil/1,2.691
2017-05-23T07:39:48Z,0,tele/esp/soil/2,0
2017-05-23T07:39:48Z,965,tele/esp/soil/3,2.895
2017-05-23T07:40:18Z,897,tele/esp/soil/1,2.691
2017-05-23T07:40:18Z,0,tele/esp/soil/2,0
2017-05-23T07:40:18Z,965,tele/esp/soil/3,2.895
2017-05-23T07:40:48Z,897,tele/esp/soil/1,2.691
2017-05-23T07:40:48Z,0,tele/esp/soil/2,0
2017-05-23T07:40:48Z,965,tele/esp/soil/3,2.895
2017-05-23T07:41:18Z,879,tele/esp/soil/1,2.637
2017-05-23T07:41:18Z,0,tele/esp/soil/2,0
2017-05-23T07:41:18Z,938,tele/esp/soil/3,2.814
2017-05-23T07:41:48Z,897,tele/esp/soil/1,2.691
2017-05-23T07:41:48Z,0,tele/esp/soil/2,0
2017-05-23T07:41:48Z,964,tele/esp/soil/3,2.892
2017-05-23T07:42:18Z,897,tele/esp/soil/1,2.691
2017-05-23T07:42:18Z,0,tele/esp/soil/2,0
2017-05-23T07:42:18Z,964,tele/esp/soil/3,2.892
2017-05-23T07:42:48Z,897,tele/esp/soil/1,2.691
2017-05-23T07:42:48Z,0,tele/esp/soil/2,0
2017-05-23T07:42:48Z,963,tele/esp/soil/3,2.8890000000000002
2017-05-23T07:43:19Z,879,tele/esp/soil/1,2.637
2017-05-23T07:43:19Z,0,tele/esp/soil/2,0
2017-05-23T07:43:19Z,937,tele/esp/soil/3,2.811
2017-05-23T07:43:48Z,879,tele/esp/soil/1,2.637
2017-05-23T07:43:48Z,0,tele/esp/soil/2,0
2017-05-23T07:43:48Z,937,tele/esp/soil/3,2.811
2017-05-23T07:44:18Z,897,tele/esp/soil/1,2.691
2017-05-23T07:44:18Z,0,tele/esp/soil/2,0
2017-05-23T07:44:18Z,962,tele/esp/soil/3,2.886
2017-05-23T07:44:48Z,897,tele/esp/soil/1,2.691
2017-05-23T07:44:48Z,0,tele/esp/soil/2,0
2017-05-23T07:44:48Z,962,tele/esp/soil/3,2.886
2017-05-23T07:45:18Z,879,tele/esp/soil/1,2.637
2017-05-23T07:45:18Z,0,tele/esp/soil/2,0
2017-05-23T07:45:18Z,936,tele/esp/soil/3,2.8080000000000003
2017-05-23T07:45:48Z,897,tele/esp/soil/1,2.691
2017-05-23T07:45:48Z,0,tele/esp/soil/2,0
2017-05-23T07:45:48Z,961,tele/esp/soil/3,2.883
2017-05-23T07:46:18Z,879,tele/esp/soil/1,2.637
2017-05-23T07:46:18Z,0,tele/esp/soil/2,0
2017-05-23T07:46:18Z,935,tele/esp/soil/3,2.805
2017-05-23T07:46:48Z,898,tele/esp/soil/1,2.694
2017-05-23T07:46:48Z,0,tele/esp/soil/2,0
2017-05-23T07:46:48Z,961,tele/esp/soil/3,2.883
2017-05-23T07:47:18Z,897,tele/esp/soil/1,2.691
2017-05-23T07:47:18Z,0,tele/esp/soil/2,0
2017-05-23T07:47:18Z,960,tele/esp/soil/3,2.88
2017-05-23T07:47:48Z,897,tele/esp/soil/1,2.691
2017-05-23T07:47:48Z,0,tele/esp/soil/2,0
2017-05-23T07:47:48Z,960,tele/esp/soil/3,2.88
2017-05-23T07:48:18Z,896,tele/esp/soil/1,2.688
2017-05-23T07:48:18Z,0,tele/esp/soil/2,0
2017-05-23T07:48:18Z,959,tele/esp/soil/3,2.8770000000000002
2017-05-23T07:48:48Z,897,tele/esp/soil/1,2.691
2017-05-23T07:48:48Z,0,tele/esp/soil/2,0
2017-05-23T07:48:48Z,959,tele/esp/soil/3,2.8770000000000002
2017-05-23T07:49:18Z,879,tele/esp/soil/1,2.637
2017-05-23T07:49:18Z,0,tele/esp/soil/2,0
2017-05-23T07:49:18Z,933,tele/esp/soil/3,2.799
2017-05-23T07:49:48Z,897,tele/esp/soil/1,2.691
2017-05-23T07:49:48Z,0,tele/esp/soil/2,0
2017-05-23T07:49:48Z,958,tele/esp/soil/3,2.874
2017-05-23T07:50:18Z,878,tele/esp/soil/1,2.634
2017-05-23T07:50:18Z,0,tele/esp/soil/2,0
2017-05-23T07:50:18Z,932,tele/esp/soil/3,2.7960000000000003
2017-05-23T07:50:48Z,879,tele/esp/soil/1,2.637
2017-05-23T07:50:48Z,0,tele/esp/soil/2,0
2017-05-23T07:50:48Z,932,tele/esp/soil/3,2.7960000000000003
2017-05-23T07:51:18Z,878,tele/esp/soil/1,2.634
2017-05-23T07:51:18Z,0,tele/esp/soil/2,0
2017-05-23T07:51:18Z,932,tele/esp/soil/3,2.7960000000000003
2017-05-23T07:51:48Z,888,tele/esp/soil/1,2.664
2017-05-23T07:51:48Z,0,tele/esp/soil/2,0
2017-05-23T07:51:48Z,931,tele/esp/soil/3,2.793
2017-05-23T07:52:18Z,897,tele/esp/soil/1,2.691
2017-05-23T07:52:18Z,0,tele/esp/soil/2,0
2017-05-23T07:52:18Z,957,tele/esp/soil/3,2.871
2017-05-23T07:52:48Z,897,tele/esp/soil/1,2.691
2017-05-23T07:52:48Z,0,tele/esp/soil/2,0
2017-05-23T07:52:48Z,956,tele/esp/soil/3,2.868
2017-05-23T07:53:18Z,897,tele/esp/soil/1,2.691
2017-05-23T07:53:18Z,0,tele/esp/soil/2,0
2017-05-23T07:53:18Z,955,tele/esp/soil/3,2.865
2017-05-23T07:53:48Z,897,tele/esp/soil/1,2.691
2017-05-23T07:53:48Z,0,tele/esp/soil/2,0
2017-05-23T07:53:48Z,955,tele/esp/soil/3,2.865
2017-05-23T07:54:18Z,896,tele/esp/soil/1,2.688
2017-05-23T07:54:18Z,0,tele/esp/soil/2,0
2017-05-23T07:54:18Z,954,tele/esp/soil/3,2.862
2017-05-23T07:54:48Z,896,tele/esp/soil/1,2.688
2017-05-23T07:54:48Z,0,tele/esp/soil/2,0
2017-05-23T07:54:48Z,954,tele/esp/soil/3,2.862
2017-05-23T07:55:18Z,895,tele/esp/soil/1,2.685
2017-05-23T07:55:18Z,0,tele/esp/soil/2,0
2017-05-23T07:55:18Z,953,tele/esp/soil/3,2.859
2017-05-23T07:55:48Z,897,tele/esp/soil/1,2.691
2017-05-23T07:55:48Z,0,tele/esp/soil/2,0
2017-05-23T07:55:48Z,950,tele/esp/soil/3,2.85
2017-05-23T07:56:18Z,897,tele/esp/soil/1,2.691
2017-05-23T07:56:18Z,0,tele/esp/soil/2,0
2017-05-23T07:56:18Z,950,tele/esp/soil/3,2.85
2017-05-23T07:56:48Z,897,tele/esp/soil/1,2.691
2017-05-23T07:56:48Z,0,tele/esp/soil/2,0
2017-05-23T07:56:48Z,949,tele/esp/soil/3,2.847
2017-05-23T07:57:18Z,896,tele/esp/soil/1,2.688
2017-05-23T07:57:18Z,0,tele/esp/soil/2,0
2017-05-23T07:57:18Z,949,tele/esp/soil/3,2.847
2017-05-23T07:57:48Z,897,tele/esp/soil/1,2.691
2017-05-23T07:57:48Z,0,tele/esp/soil/2,0
2017-05-23T07:57:48Z,948,tele/esp/soil/3,2.844
2017-05-23T07:59:26Z,854,tele/esp/soil/1,2.562
2017-05-23T07:59:26Z,0,tele/esp/soil/2,0
2017-05-23T07:59:26Z,931,tele/esp/soil/3,2.793
2017-05-23T07:59:56Z,849,tele/esp/soil/1,2.547
2017-05-23T07:59:56Z,0,tele/esp/soil/2,0
2017-05-23T07:59:56Z,912,tele/esp/soil/3,2.736
2017-05-23T08:00:26Z,846,tele/esp/soil/1,2.5380000000000003
2017-05-23T08:00:26Z,0,tele/esp/soil/2,0
2017-05-23T08:00:26Z,902,tele/esp/soil/3,2.706
2017-05-23T08:00:56Z,845,tele/esp/soil/1,2.535
2017-05-23T08:00:56Z,0,tele/esp/soil/2,0
2017-05-23T08:00:56Z,897,tele/esp/soil/3,2.691
2017-05-23T08:01:26Z,837,tele/esp/soil/1,2.511
2017-05-23T08:01:26Z,0,tele/esp/soil/2,0
2017-05-23T08:01:26Z,883,tele/esp/soil/3,2.649
2017-05-23T08:01:56Z,844,tele/esp/soil/1,2.532
2017-05-23T08:01:56Z,0,tele/esp/soil/2,0
2017-05-23T08:01:56Z,888,tele/esp/soil/3,2.664
2017-05-23T08:02:26Z,836,tele/esp/soil/1,2.508
2017-05-23T08:02:26Z,0,tele/esp/soil/2,0
2017-05-23T08:02:26Z,875,tele/esp/soil/3,2.625
2017-05-23T08:02:56Z,836,tele/esp/soil/1,2.508
2017-05-23T08:02:56Z,0,tele/esp/soil/2,0
2017-05-23T08:02:56Z,874,tele/esp/soil/3,2.622
2017-05-23T08:03:26Z,841,tele/esp/soil/1,2.523
2017-05-23T08:03:26Z,0,tele/esp/soil/2,0
2017-05-23T08:03:26Z,880,tele/esp/soil/3,2.64
2017-05-23T08:03:56Z,842,tele/esp/soil/1,2.5260000000000002
2017-05-23T08:03:56Z,0,tele/esp/soil/2,0
2017-05-23T08:03:56Z,879,tele/esp/soil/3,2.637
2017-05-23T08:04:26Z,835,tele/esp/soil/1,2.505
2017-05-23T08:04:26Z,0,tele/esp/soil/2,0
2017-05-23T08:04:26Z,866,tele/esp/soil/3,2.598
2017-05-23T08:04:56Z,841,tele/esp/soil/1,2.523
2017-05-23T08:04:56Z,0,tele/esp/soil/2,0
2017-05-23T08:04:56Z,873,tele/esp/soil/3,2.619
2017-05-23T08:05:26Z,834,tele/esp/soil/1,2.5020000000000002
2017-05-23T08:05:26Z,0,tele/esp/soil/2,0
2017-05-23T08:05:26Z,871,tele/esp/soil/3,2.613
2017-05-23T08:05:56Z,834,tele/esp/soil/1,2.5020000000000002
2017-05-23T08:05:56Z,0,tele/esp/soil/2,0
2017-05-23T08:05:56Z,857,tele/esp/soil/3,2.571
2017-05-23T08:06:26Z,834,tele/esp/soil/1,2.5020000000000002
2017-05-23T08:06:26Z,0,tele/esp/soil/2,0
2017-05-23T08:06:26Z,854,tele/esp/soil/3,2.562
2017-05-23T08:06:56Z,836,tele/esp/soil/1,2.508
2017-05-23T08:06:56Z,0,tele/esp/soil/2,0
2017-05-23T08:06:56Z,851,tele/esp/soil/3,2.553
2017-05-23T08:07:26Z,841,tele/esp/soil/1,2.523
2017-05-23T08:07:26Z,0,tele/esp/soil/2,0
2017-05-23T08:07:26Z,858,tele/esp/soil/3,2.574
2017-05-23T08:07:56Z,840,tele/esp/soil/1,2.52
2017-05-23T08:07:56Z,0,tele/esp/soil/2,0
2017-05-23T08:07:56Z,854,tele/esp/soil/3,2.562
2017-05-23T08:08:26Z,840,tele/esp/soil/1,2.52
2017-05-23T08:08:26Z,0,tele/esp/soil/2,0
2017-05-23T08:08:26Z,850,tele/esp/soil/3,2.5500000000000003
2017-05-23T08:08:56Z,841,tele/esp/soil/1,2.523
2017-05-23T08:08:56Z,0,tele/esp/soil/2,0
2017-05-23T08:08:56Z,845,tele/esp/soil/3,2.535
2017-05-23T08:09:26Z,840,tele/esp/soil/1,2.52
2017-05-23T08:09:26Z,0,tele/esp/soil/2,0
2017-05-23T08:09:26Z,841,tele/esp/soil/3,2.523
2017-05-23T08:09:56Z,839,tele/esp/soil/1,2.517
2017-05-23T08:09:56Z,0,tele/esp/soil/2,0
2017-05-23T08:09:56Z,837,tele/esp/soil/3,2.511
2017-05-23T08:10:26Z,839,tele/esp/soil/1,2.517
2017-05-23T08:10:26Z,0,tele/esp/soil/2,0
2017-05-23T08:10:26Z,834,tele/esp/soil/3,2.5020000000000002
2017-05-23T08:10:56Z,839,tele/esp/soil/1,2.517
2017-05-23T08:10:56Z,0,tele/esp/soil/2,0
2017-05-23T08:10:56Z,828,tele/esp/soil/3,2.484
2017-05-23T08:11:26Z,838,tele/esp/soil/1,2.5140000000000002
2017-05-23T08:11:26Z,0,tele/esp/soil/2,0
2017-05-23T08:11:26Z,824,tele/esp/soil/3,2.472
2017-05-23T08:11:56Z,838,tele/esp/soil/1,2.5140000000000002
2017-05-23T08:11:56Z,0,tele/esp/soil/2,0
2017-05-23T08:11:56Z,819,tele/esp/soil/3,2.457
2017-05-23T08:12:26Z,838,tele/esp/soil/1,2.5140000000000002
2017-05-23T08:12:26Z,0,tele/esp/soil/2,0
2017-05-23T08:12:26Z,814,tele/esp/soil/3,2.442
2017-05-23T08:12:56Z,838,tele/esp/soil/1,2.5140000000000002
2017-05-23T08:12:56Z,0,tele/esp/soil/2,0
2017-05-23T08:12:56Z,809,tele/esp/soil/3,2.427
2017-05-23T08:13:26Z,838,tele/esp/soil/1,2.5140000000000002
2017-05-23T08:13:26Z,0,tele/esp/soil/2,0
2017-05-23T08:13:26Z,805,tele/esp/soil/3,2.415
2017-05-23T08:13:56Z,831,tele/esp/soil/1,2.493
2017-05-23T08:13:56Z,0,tele/esp/soil/2,0
2017-05-23T08:13:56Z,791,tele/esp/soil/3,2.373
2017-05-23T08:14:26Z,837,tele/esp/soil/1,2.511
2017-05-23T08:14:26Z,0,tele/esp/soil/2,0
2017-05-23T08:14:26Z,800,tele/esp/soil/3,2.4
2017-05-23T08:14:56Z,837,tele/esp/soil/1,2.511
2017-05-23T08:14:56Z,0,tele/esp/soil/2,0
2017-05-23T08:14:56Z,799,tele/esp/soil/3,2.3970000000000002
2017-05-23T08:15:26Z,837,tele/esp/soil/1,2.511
2017-05-23T08:15:26Z,0,tele/esp/soil/2,0
2017-05-23T08:15:26Z,798,tele/esp/soil/3,2.394
2017-05-23T08:15:56Z,831,tele/esp/soil/1,2.493
2017-05-23T08:15:56Z,0,tele/esp/soil/2,0
2017-05-23T08:15:56Z,787,tele/esp/soil/3,2.361
2017-05-23T08:16:26Z,836,tele/esp/soil/1,2.508
2017-05-23T08:16:26Z,0,tele/esp/soil/2,0
2017-05-23T08:16:26Z,798,tele/esp/soil/3,2.394
2017-05-23T08:16:56Z,837,tele/esp/soil/1,2.511
2017-05-23T08:16:56Z,0,tele/esp/soil/2,0
2017-05-23T08:16:56Z,797,tele/esp/soil/3,2.391
2017-05-23T08:17:26Z,838,tele/esp/soil/1,2.5140000000000002
2017-05-23T08:17:26Z,0,tele/esp/soil/2,0
2017-05-23T08:17:26Z,798,tele/esp/soil/3,2.394
2017-05-23T08:17:56Z,830,tele/esp/soil/1,2.49
2017-05-23T08:17:56Z,0,tele/esp/soil/2,0
2017-05-23T08:17:56Z,788,tele/esp/soil/3,2.364
2017-05-23T08:18:26Z,830,tele/esp/soil/1,2.49
2017-05-23T08:18:26Z,0,tele/esp/soil/2,0
2017-05-23T08:18:26Z,789,tele/esp/soil/3,2.367
2017-05-23T08:18:56Z,830,tele/esp/soil/1,2.49
2017-05-23T08:18:56Z,0,tele/esp/soil/2,0
2017-05-23T08:18:56Z,789,tele/esp/soil/3,2.367
2017-05-23T08:19:26Z,836,tele/esp/soil/1,2.508
2017-05-23T08:19:26Z,0,tele/esp/soil/2,0
2017-05-23T08:19:26Z,800,tele/esp/soil/3,2.4
2017-05-23T08:19:56Z,837,tele/esp/soil/1,2.511
2017-05-23T08:19:56Z,0,tele/esp/soil/2,0
2017-05-23T08:19:56Z,800,tele/esp/soil/3,2.4
2017-05-23T08:20:26Z,836,tele/esp/soil/1,2.508
2017-05-23T08:20:26Z,0,tele/esp/soil/2,0
2017-05-23T08:20:26Z,801,tele/esp/soil/3,2.403
2017-05-23T08:20:56Z,837,tele/esp/soil/1,2.511
2017-05-23T08:20:56Z,0,tele/esp/soil/2,0
2017-05-23T08:20:56Z,801,tele/esp/soil/3,2.403
2017-05-23T08:21:26Z,835,tele/esp/soil/1,2.505
2017-05-23T08:21:26Z,0,tele/esp/soil/2,0
2017-05-23T08:21:26Z,801,tele/esp/soil/3,2.403
2017-05-23T08:21:56Z,836,tele/esp/soil/1,2.508
2017-05-23T08:21:56Z,0,tele/esp/soil/2,0
2017-05-23T08:21:56Z,802,tele/esp/soil/3,2.406
2017-05-23T08:22:26Z,829,tele/esp/soil/1,2.487
2017-05-23T08:22:26Z,0,tele/esp/soil/2,0
2017-05-23T08:22:26Z,802,tele/esp/soil/3,2.406
2017-05-23T08:22:56Z,830,tele/esp/soil/1,2.49
2017-05-23T08:22:56Z,0,tele/esp/soil/2,0
2017-05-23T08:22:56Z,782,tele/esp/soil/3,2.346
2017-05-23T08:23:26Z,829,tele/esp/soil/1,2.487
2017-05-23T08:23:26Z,0,tele/esp/soil/2,0
2017-05-23T08:23:26Z,791,tele/esp/soil/3,2.373
2017-05-23T08:23:56Z,833,tele/esp/soil/1,2.499
2017-05-23T08:23:56Z,0,tele/esp/soil/2,0
2017-05-23T08:23:56Z,791,tele/esp/soil/3,2.373
2017-05-23T08:24:26Z,835,tele/esp/soil/1,2.505
2017-05-23T08:24:26Z,0,tele/esp/soil/2,0
2017-05-23T08:24:26Z,802,tele/esp/soil/3,2.406
2017-05-23T08:24:56Z,836,tele/esp/soil/1,2.508
2017-05-23T08:24:56Z,0,tele/esp/soil/2,0
2017-05-23T08:24:56Z,803,tele/esp/soil/3,2.4090000000000003
2017-05-23T08:25:26Z,835,tele/esp/soil/1,2.505
2017-05-23T08:25:26Z,1,tele/esp/soil/2,0.003
2017-05-23T08:25:26Z,802,tele/esp/soil/3,2.406
2017-05-23T08:25:56Z,829,tele/esp/soil/1,2.487
2017-05-23T08:25:56Z,1,tele/esp/soil/2,0.003
2017-05-23T08:25:56Z,792,tele/esp/soil/3,2.376
2017-05-23T08:26:26Z,836,tele/esp/soil/1,2.508
2017-05-23T08:26:26Z,0,tele/esp/soil/2,0
2017-05-23T08:26:26Z,803,tele/esp/soil/3,2.4090000000000003
2017-05-23T08:26:56Z,835,tele/esp/soil/1,2.505
2017-05-23T08:26:56Z,1,tele/esp/soil/2,0.003
2017-05-23T08:26:56Z,804,tele/esp/soil/3,2.412
2017-05-23T08:27:26Z,835,tele/esp/soil/1,2.505
2017-05-23T08:27:26Z,0,tele/esp/soil/2,0
2017-05-23T08:27:26Z,803,tele/esp/soil/3,2.4090000000000003
2017-05-23T08:27:56Z,828,tele/esp/soil/1,2.484
2017-05-23T08:27:56Z,0,tele/esp/soil/2,0
2017-05-23T08:27:56Z,749,tele/esp/soil/3,2.247
2017-05-23T08:28:26Z,828,tele/esp/soil/1,2.484
2017-05-23T08:28:26Z,0,tele/esp/soil/2,0
2017-05-23T08:28:26Z,793,tele/esp/soil/3,2.379
2017-05-23T08:28:56Z,813,tele/esp/soil/1,2.439
2017-05-23T08:28:56Z,1,tele/esp/soil/2,0.003
2017-05-23T08:28:56Z,782,tele/esp/soil/3,2.346
2017-05-23T08:29:26Z,835,tele/esp/soil/1,2.505
2017-05-23T08:29:26Z,1,tele/esp/soil/2,0.003
2017-05-23T08:29:26Z,804,tele/esp/soil/3,2.412
2017-05-23T08:29:56Z,834,tele/esp/soil/1,2.5020000000000002
2017-05-23T08:29:56Z,1,tele/esp/soil/2,0.003
2017-05-23T08:29:56Z,804,tele/esp/soil/3,2.412
2017-05-23T08:30:26Z,834,tele/esp/soil/1,2.5020000000000002
2017-05-23T08:30:26Z,0,tele/esp/soil/2,0
2017-05-23T08:30:26Z,805,tele/esp/soil/3,2.415
2017-05-23T08:30:56Z,835,tele/esp/soil/1,2.505
2017-05-23T08:30:56Z,1,tele/esp/soil/2,0.003
2017-05-23T08:30:56Z,805,tele/esp/soil/3,2.415
2017-05-23T08:31:26Z,834,tele/esp/soil/1,2.5020000000000002
2017-05-23T08:31:26Z,1,tele/esp/soil/2,0.003
2017-05-23T08:31:26Z,804,tele/esp/soil/3,2.412
2017-05-23T08:31:56Z,834,tele/esp/soil/1,2.5020000000000002
2017-05-23T08:31:56Z,0,tele/esp/soil/2,0
2017-05-23T08:31:56Z,805,tele/esp/soil/3,2.415
2017-05-23T08:32:26Z,833,tele/esp/soil/1,2.499
2017-05-23T08:32:26Z,1,tele/esp/soil/2,0.003
2017-05-23T08:32:26Z,805,tele/esp/soil/3,2.415
2017-05-23T08:32:56Z,834,tele/esp/soil/1,2.5020000000000002
2017-05-23T08:32:56Z,1,tele/esp/soil/2,0.003
2017-05-23T08:32:56Z,805,tele/esp/soil/3,2.415
2017-05-23T08:33:26Z,833,tele/esp/soil/1,2.499
2017-05-23T08:33:26Z,1,tele/esp/soil/2,0.003
2017-05-23T08:33:26Z,805,tele/esp/soil/3,2.415
2017-05-23T08:33:56Z,827,tele/esp/soil/1,2.481
2017-05-23T08:33:56Z,0,tele/esp/soil/2,0
2017-05-23T08:33:56Z,794,tele/esp/soil/3,2.382
2017-05-23T08:34:26Z,833,tele/esp/soil/1,2.499
2017-05-23T08:34:26Z,1,tele/esp/soil/2,0.003
2017-05-23T08:34:26Z,805,tele/esp/soil/3,2.415
2017-05-23T08:34:56Z,834,tele/esp/soil/1,2.5020000000000002
2017-05-23T08:34:56Z,1,tele/esp/soil/2,0.003
2017-05-23T08:34:56Z,805,tele/esp/soil/3,2.415
2017-05-23T08:35:26Z,833,tele/esp/soil/1,2.499
2017-05-23T08:35:26Z,1,tele/esp/soil/2,0.003
2017-05-23T08:35:26Z,806,tele/esp/soil/3,2.418
2017-05-23T08:35:56Z,834,tele/esp/soil/1,2.5020000000000002
